"","X.1","site_code","year","block","plot","trt","Family","Taxon","num_leaves","leaf_pct_N","leaf_pct_C","leaf_N15_delta_air","leaf_C13_delta_PDB","leaf_N15_pct_atom","leaf_C13_pct_atom","leaf_area_mm2","leaf_dry_mass_g","SLA","leaf_ppm_P","leaf_ppm_B","leaf_ppm_Na","leaf_ppm_Ca","leaf_ppm_Fe","leaf_ppm_K","leaf_ppm_Mg","leaf_ppm_Mn","leaf_ppm_Cu","leaf_ppm_Zn","leaf_ppm_Sr","leaf_ppm_Pb","leaf_ppm_Mo","Ntrt","Ptrt","Ktrt","Ntrt_fac","Ptrt_fac","Ktrt_fac","Narea","Nfix","sum_INT_cover","sum_NAT_cover","sum_UNK_cover","total_cover","INT_rich","NAT_rich","UNK_rich","rich","site_year_rich","site_richness","site_native_richness","site_introduced_richness","plot_beta","dead_mass","live_mass","total_mass","unsorted_mass","proportion_par","Ambient_PAR","Ground_PAR","par_rat","site_name","continent","country","region","managed","burned","grazed","anthropogenic","habitat","elevation","latitude","longitude","experiment_type","N","P","K","Exclose","year_trt","first_nutrient_year","first_fenced_year","X","precip","PET","SPEI_12","SPEI_6","SPEI_24","SPEI_12.class","SPEI_6.class","SPEI_24.class","precip.mean","PET.mean","p_pet","tmp","par","vpd","z","provenance","lifespan","lifeform","functional_group","photosynthetic_pathway","n","la_m2","lma","narea","lai","par_per_leaf_area"
"1642",365411,"mcla.us",2011,3,28,"Fence","Poaceae","VULPIA MYUROS",5,1.533104,46.82998,2.760598,-28.40634,0.3673008,1.074531,103.403,0.009,11489.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"0","0","0",0.0001334385,"no",155,13,0,168,5,2,0,7,25,72,32,28,10.2857,117.3,378.85,496.15,NA,0.1815595,1757,319,0.1815595,"Mclaughlin UCNRS","North America","US","Pacific Coast (North America)",0,0,0,0,"annual grassland",641.801,38.86427,-122.4064,"Experimental (Full Factorial)",0,0,0,1,0,2008,2008,5469,959.7,1184,1.099728,0.7066694,1.219959,1,1,1,824.4415,1304.056,0.8105574,14.20506,876.859,0.6293166,321,"INT","ANNUAL","NULL","GRASS","C3",1642,0.000103403,87.03809,1.334385,1.983921,278.074
"1643",3795,"mtca.au",2011,2,11,"P","Asteraceae","ACTINOBOLE ULIGINOSUM",5,NA,NA,NA,NA,NA,NA,34.99,0.0042,8330.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"0","1","0",NA,"no",54,31.5,0,88.5,7,4,0,12,38,65,41,19,5.4167,1.8,210.635,212.435,NA,0.9035422,1835,1658,0.9035422,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",0,1,0,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1643,3.499e-05,120.0343,NA,0.1179447,470.0659
"1644",37951,"mtca.au",2011,2,15,"PK","Asteraceae","ACTINOBOLE ULIGINOSUM",5,NA,NA,NA,NA,NA,NA,287.896,0.003,95965.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,"0","1","1",NA,"no",41.5,65,0,116.5,5,5,0,11,38,65,41,19,5.9091,NA,291.9,291.9,NA,0.994382,1780,1770,0.994382,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",0,1,1,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1644,0.000287896,10.42043,NA,0.006550951,483.2707
"1645",37952,"mtca.au",2011,2,16,"Control","Asteraceae","ACTINOBOLE ULIGINOSUM",5,NA,NA,NA,NA,NA,NA,411.281,0.0048,85683.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"0","0","0",NA,"no",6.5,47.5,0,64,5,6,0,12,38,65,41,19,5.4167,NA,232.9,232.9,NA,0.9940733,1856,1845,0.9940733,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",0,0,0,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1645,0.000411281,11.67085,NA,0.006912043,483.2271
"1646",37953,"mtca.au",2011,2,17,"NP","Asteraceae","ACTINOBOLE ULIGINOSUM",5,NA,NA,NA,NA,NA,NA,332.013,0.0036,92225.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"1","1","0",NA,"no",39.5,70.5,0,120,6,3,0,10,38,65,41,19,6.5,NA,288.1,288.1,NA,0.8374153,1919,1607,0.8374153,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",1,1,0,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1646,0.000332013,10.84295,NA,0.2063199,459.9315
"1647",37954,"mtca.au",2011,2,19,"NPK","Asteraceae","ACTINOBOLE ULIGINOSUM",5,NA,NA,NA,NA,NA,NA,427.94,0.0059,72532.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"1","1","1",NA,"no",35.5,35.5,0,79,7,4,0,12,38,65,41,19,5.4167,NA,161.7,161.7,NA,0.8935501,1907,1704,0.8935501,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",1,1,1,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1647,0.00042794,13.78698,NA,0.1308755,468.5645
"1648",37955,"mtca.au",2011,3,23,"P","Asteraceae","ACTINOBOLE ULIGINOSUM",5,NA,NA,NA,NA,NA,NA,291.396,0.0035,83256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"0","1","0",NA,"no",34,40.5,0,79.5,5,8,0,14,38,65,41,19,4.6429,NA,196.1,196.1,NA,0.8876831,1843,1636,0.8876831,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",0,1,0,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1648,0.000291396,12.01115,NA,0.1385354,467.6781
"1649",37956,"mtca.au",2011,4,34,"PK","Asteraceae","ACTINOBOLE ULIGINOSUM",5,NA,NA,NA,NA,NA,NA,326.17,0.0047,69397.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,"0","1","1",NA,"no",56.5,25.5,0,92,5,5,0,11,38,65,41,19,5.9091,NA,209.95,209.95,NA,0.7855153,1795,1410,0.7855153,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",0,1,1,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1649,0.00032617,14.40966,NA,0.2807155,451.6268
"1650",3796,"mtca.au",2011,2,18,"NPK+Fence","Asteraceae","ARCTOTHECA CALENDULA",5,4.151564,38.09394,9.073543,-29.28392,0.3696047,1.073571,23496.06,NA,NA,7662.424,41.37709,21886.38,51244.42,580.9368,28538.62,9892.346,1918.734,7.717156,475.0703,383.434,0.8302002,NA,1,1,1,"1","1","1",NA,"no",50.5,8.5,0,69,4,5,0,10,38,65,41,19,6.5,NA,362.35,362.35,NA,0.6949505,1921,1335,0.6949505,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",1,1,1,1,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"INT","ANNUAL","HERB","FORB","C3",1650,0.02349606,NA,NA,0.4231565,436.2824
"1651",3797,"mtca.au",2011,1,8,"Control","Asteraceae","BRACHYSCOME IBERIDIFOLIA",5,3.863946,46.33348,8.563853,-28.29574,0.3694187,1.074652,64.288,0.0024,26786.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"0","0","0",0.0001442488,"no",4.5,62.5,0,67,4,7,0,11,38,65,41,19,5.9091,NA,147.55,147.55,NA,0.8807093,1861,1639,0.8807093,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",0,0,0,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1651,6.4288e-05,37.33201,1.442488,0.1477066,466.6198
"1652",37971,"mtca.au",2011,1,9,"Fence","Asteraceae","BRACHYSCOME IBERIDIFOLIA",5,4.034673,47.27515,7.493065,-29.67276,0.3690279,1.073146,48.097,6e-04,80161.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"0","0","0",5.03317e-05,"no",3,35,0,46,5,9,0,15,38,65,41,19,4.3333,2.25,22.85,25.1,NA,0.8598588,1841,1583,0.8598588,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",0,0,0,1,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1652,4.8097e-05,12.47479,0.503317,0.1755664,463.4246
"1653",37972,"mtca.au",2011,3,26,"N","Asteraceae","BRACHYSCOME IBERIDIFOLIA",5,NA,NA,NA,NA,NA,NA,112.506,6e-04,187510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"1","0","0",NA,"no",32.5,43,0,90.5,8,8,0,17,38,65,41,19,3.8235,NA,144.6,144.6,NA,0.851435,1777,1513,0.851435,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",1,0,0,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1653,0.000112506,5.333049,NA,0.1870141,462.1202
"1654",37973,"mtca.au",2011,4,31,"K","Asteraceae","BRACHYSCOME IBERIDIFOLIA",5,NA,NA,NA,NA,NA,NA,82.122,0.0014,58658.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,"0","0","1",NA,"no",16.5,57.5,0,94,4,7,0,12,38,65,41,19,5.4167,NA,93.25,93.25,NA,0.8224917,1814,1492,0.8224917,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",0,0,1,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1654,8.2122e-05,17.04781,NA,0.2272289,457.5768
"1655",37974,"mtca.au",2011,4,40,"Fence","Asteraceae","BRACHYSCOME IBERIDIFOLIA",5,2.035028,50.57619,11.919,-29.90746,0.370643,1.072889,64.25,0.0012,53541.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"0","0","0",3.80083e-05,"no",21,68,0,94,5,8,0,14,38,65,41,19,4.6429,NA,154.55,154.55,NA,0.6777844,1679,1138,0.6777844,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",0,0,0,1,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1655,6.425e-05,18.67704,0.380083,0.4522396,433.2365
"1656",3800,"mtca.au",2011,1,4,"PK","Asteraceae","ERYMOPHYLLUM TENELLUM",5,NA,NA,NA,NA,NA,NA,121.023,0.0017,71190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,"0","1","1",NA,"no",48.5,13,0,68.5,6,5,0,12,38,65,41,19,5.4167,NA,132.4,132.4,NA,0.8328042,1890,1574,0.8328042,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",0,1,1,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1656,0.000121023,14.04692,NA,0.2127403,459.2068
"1657",38001,"mtca.au",2011,2,13,"N","Asteraceae","ERYMOPHYLLUM TENELLUM",5,NA,NA,NA,NA,NA,NA,57.234,0.0021,27254.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"1","0","0",NA,"no",6.5,43.5,0,70,6,7,0,14,38,65,41,19,4.6429,NA,175.5,175.5,NA,0.9110879,1912,1742,0.9110879,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",1,0,0,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1657,5.7234e-05,36.69148,NA,0.1082743,471.193
"1658",38002,"mtca.au",2011,2,17,"NP","Asteraceae","ERYMOPHYLLUM TENELLUM",5,NA,NA,NA,NA,NA,NA,79.893,0.0013,61456.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"1","1","0",NA,"no",39.5,70.5,0,120,6,3,0,10,38,65,41,19,6.5,NA,288.1,288.1,NA,0.8374153,1919,1607,0.8374153,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",1,1,0,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1658,7.9893e-05,16.27176,NA,0.2063199,459.9315
"1659",38003,"mtca.au",2011,2,20,"Fence","Asteraceae","ERYMOPHYLLUM TENELLUM",5,NA,NA,NA,NA,NA,NA,95.686,0.0051,18761.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"0","0","0",NA,"no",11.5,24.5,0.5,51.5,3,8,1,13,38,65,41,19,5,NA,195.9,195.9,NA,0.9124279,1907,1740,0.9124279,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",0,0,0,1,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1659,9.5686e-05,53.29933,NA,0.1065654,471.3925
"1660",38004,"mtca.au",2011,3,25,"NK","Asteraceae","ERYMOPHYLLUM TENELLUM",5,NA,NA,NA,NA,NA,NA,36.3,3e-04,121000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"1","0","1",NA,"no",23,62.5,0,102.5,6,10,0,17,38,65,41,19,3.8235,NA,115.3,115.3,NA,0.8520971,1812,1544,0.8520971,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",1,0,1,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1660,3.63e-05,8.264463,NA,0.1861102,462.223
"1661",38005,"mtca.au",2011,3,28,"NP","Asteraceae","ERYMOPHYLLUM TENELLUM",5,NA,NA,NA,NA,NA,NA,151.357,0.0022,68798.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"1","1","0",NA,"no",84,1.5,0,86,5,3,0,9,38,65,41,19,7.2222,NA,181.15,181.15,NA,0.7136612,1830,1306,0.7136612,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",1,1,0,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1661,0.000151357,14.53517,NA,0.3922639,439.5496
"1662",3806,"mtca.au",2011,4,32,"N","Asteraceae","PODOLEPIS LESSONII",6,2.943563,47.14196,4.779417,-31.03375,0.3680376,1.071657,1202.938,0.0178,67580.79,791.4199,67.03592,8923.038,15281.55,146.1591,14148.26,1827.224,2342.015,12.04007,123.1915,128.6977,0.3624277,NA,1,0,0,"1","0","0",4.35562e-05,"no",23,71,0,109,7,5,0,13,38,65,41,19,5,NA,147.65,147.65,NA,0.8841871,1796,1588,0.8841871,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",1,0,0,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1662,0.001202938,14.79711,0.435562,0.143124,467.1482
"1663",38061,"mtca.au",2011,4,38,"Control","Asteraceae","PODOLEPIS LESSONII",5,2.599754,44.96268,9.744432,-32.02402,0.3698495,1.070573,3074.46,0.0505,60880.4,1114.903,92.62378,13010.49,23164.94,334.3449,16487.03,3138.417,848.7216,10.40264,81.81467,151.1117,159.8884,NA,0,0,0,"0","0","0",4.270265e-05,"no",6.5,49,0,85.5,4,7,0,12,38,65,41,19,5.4167,NA,148.2,148.2,NA,0.8076923,1768,1428,0.8076923,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",0,0,0,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1663,0.00307446,16.42565,0.4270265,0.248342,455.2156
"1664",38062,"mtca.au",2011,4,40,"Fence","Asteraceae","PODOLEPIS LESSONII",5,1.975715,47.33715,10.96332,-32.12885,0.3702943,1.070458,3936.704,0.0597,65941.44,540.3992,72.00904,15465.94,23782.11,333.0631,10569.41,1902.379,878.196,7.297472,137.2773,165.3576,1.891587,NA,0,0,0,"0","0","0",2.996167e-05,"no",21,68,0,94,5,8,0,14,38,65,41,19,4.6429,NA,154.55,154.55,NA,0.6777844,1679,1138,0.6777844,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",0,0,0,1,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1664,0.003936704,15.16497,0.2996167,0.4522396,433.2365
"1665",3813,"mtca.au",2011,1,1,"N","Asteraceae","WAITZIA ACUMINATA",5,4.734623,42.38929,3.154142,-29.07775,0.3674445,1.073797,3208.768,0.0334,96070.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"1","0","0",4.928259e-05,"no",46,21,1,78,5,8,1,15,38,65,41,19,4.3333,NA,93.25,93.25,NA,0.7852279,1909,1499,0.7852279,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",1,0,0,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1665,0.003208768,10.40898,0.4928259,0.2811411,451.5798
"1666",38131,"mtca.au",2011,1,2,"NPK","Asteraceae","WAITZIA ACUMINATA",5,1.956676,47.32149,5.978502,-30.88463,0.3684752,1.07182,984.946,0.0221,44567.69,6191.95,62.01,5294.27,16176.68,118.47,29530.67,2752.9,1605.84,13.89,82.39,88.89,0.21,0.377385,1,1,1,"1","1","1",4.390346e-05,"no",91.5,1.5,0,98,5,2,0,8,38,65,41,19,8.125,NA,197.25,197.25,NA,0.4728261,1840,870,0.4728261,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",1,1,1,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1666,0.000984946,22.43778,0.4390346,0.8709624,392.4319
"1667",38132,"mtca.au",2011,1,3,"NP","Asteraceae","WAITZIA ACUMINATA",5,2.019643,45.64767,6.183861,-30.18377,0.3685501,1.072587,1577.417,0.0409,38567.65,5620.79,53.256,11548.94,17449.71,82.37942,24783.82,3363.953,1864.569,5.648179,43.94381,99.23875,0.175897,NA,1,1,0,"1","1","0",5.236623e-05,"no",64,4.5,0,73.5,4,8,0,13,38,65,41,19,5,1.1,159.1,160.2,NA,0.6841829,1903,1302,0.6841829,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",1,1,0,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1667,0.001577417,25.92846,0.5236623,0.441314,434.3774
"1668",38133,"mtca.au",2011,1,4,"PK","Asteraceae","WAITZIA ACUMINATA",5,2.225786,47.30261,5.761571,-29.04582,0.368396,1.073832,755.753,0.0209,36160.43,2732.46,63.41,3460.69,19512.49,175.4,31886.95,2998.06,1400.88,7.7,58.32,100.07,0.29,1.390945,0,1,1,"0","1","1",6.155308e-05,"no",48.5,13,0,68.5,6,5,0,12,38,65,41,19,5.4167,NA,132.4,132.4,NA,0.8328042,1890,1574,0.8328042,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",0,1,1,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1668,0.000755753,27.65454,0.6155308,0.2127403,459.2068
"1669",38134,"mtca.au",2011,1,6,"P","Asteraceae","WAITZIA ACUMINATA",5,1.982473,46.2277,7.864046,-30.03554,0.3691633,1.072749,1341.459,0.0035,383274,6860.235,57.69254,11542.21,16349.92,152.8113,24086.64,3038.659,941.5719,6.932351,65.7732,92.93677,0.4358376,NA,0,1,0,"0","1","0",5.172468e-06,"no",62,14,0,96,6,6,0,13,38,65,41,19,5,NA,185.25,185.25,NA,0.8427971,1902,1603,0.8427971,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",0,1,0,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1669,0.001341459,2.609099,0.05172468,0.198871,460.7743
"1670",38135,"mtca.au",2011,1,7,"K","Asteraceae","WAITZIA ACUMINATA",5,3.087747,46.05392,10.28789,-28.49366,0.3700478,1.074436,1636.178,0.0459,35646.58,883.4999,40.60858,14346.74,12510.11,532.2,23668.07,2788.293,876.4997,10.87795,84.90515,69.52312,0.4712245,NA,0,0,1,"0","0","1",8.662112e-05,"no",8,19.5,0,32.5,5,9,0,15,38,65,41,19,4.3333,NA,40.5,40.5,NA,0.9630819,1869,1800,0.9630819,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",0,0,1,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1670,0.001636178,28.05318,0.8662112,0.04374054,478.8077
"1671",38136,"mtca.au",2011,1,8,"Control","Asteraceae","WAITZIA ACUMINATA",5,NA,NA,NA,NA,NA,NA,1140.06,0.0222,51354.05,838.2566,49.59484,13347.61,15013.75,195.5253,31482.35,3024.248,1233.755,8.486352,60.77036,87.32844,0.3428642,NA,0,0,0,"0","0","0",NA,"no",4.5,62.5,0,67,4,7,0,11,38,65,41,19,5.9091,NA,147.55,147.55,NA,0.8807093,1861,1639,0.8807093,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",0,0,0,0,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1671,0.00114006,19.47266,NA,0.1477066,466.6198
"1672",38137,"mtca.au",2011,1,9,"Fence","Asteraceae","WAITZIA ACUMINATA",5,NA,NA,NA,NA,NA,NA,1431.988,0.0306,46796.99,842.4405,52.32397,18662.28,16474.39,223.1758,30061.23,2964.71,773.2299,12.63377,131.3867,99.31532,0.3326269,NA,0,0,0,"0","0","0",NA,"no",3,35,0,46,5,9,0,15,38,65,41,19,4.3333,2.25,22.85,25.1,NA,0.8598588,1841,1583,0.8598588,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"savanna",285,-31.78214,117.6109,"Experimental (Full Factorial)",0,0,0,1,0,2009,2009,5697,269.3,1601.8,-1.196172,-0.872656,-2.403152,-1,-1,-2,306.5732,1565.627,0.1681234,17.58185,968.1252,1.05162,304,"NAT","ANNUAL","HERB","FORB","C3",1672,0.001431988,21.36889,NA,0.1755664,463.4246
